Country or Area,Year,Area,Sex,City,City type,Record Type,Reliability,Source Year,Value,Value Footnotes
Ukraine,2017,Total,Male,Kherson,City proper,Estimate - de jure,Final figure; complete,2017,130015,
Ukraine,2017,Total,Male,Kherson,Urban agglomeration,Estimate - de jure,Final figure; complete,2017,147474,
Ukraine,2017,Total,Male,Khmelnitsky (Hmilnyk),City proper,Estimate - de jure,Final figure; complete,2017,122535,
Ukraine,2017,Total,Male,KYIV,City proper,Estimate - de jure,Final figure; complete,2017,1334408,
Ukraine,2017,Total,Male,Kirovograd,City proper,Estimate - de jure,Final figure; complete,2017,102887,
Ukraine,2017,Total,Male,Kirovograd,Urban agglomeration,Estimate - de jure,Final figure; complete,2017,106547,
Ukraine,2017,Total,Male,Kramatorsk,City proper,Estimate - de jure,Final figure; complete,2017,69979,
Ukraine,2017,Total,Male,Kramatorsk,Urban agglomeration,Estimate - de jure,Final figure; complete,2017,85392,
Ukraine,2017,Total,Male,Krasny Lutch,City proper,Estimate - de jure,Final figure; complete,2017,37657,
Ukraine,2017,Total,Male,Krasny Lutch,Urban agglomeration,Estimate - de jure,Final figure; complete,2017,56510,
Ukraine,2017,Total,Male,Krementchug,City proper,Estimate - de jure,Final figure; complete,2017,100410,
Ukraine,2017,Total,Male,Krivoy Rog,City proper,Estimate - de jure,Final figure; complete,2017,285421,
Ukraine,2017,Total,Male,Krivoy Rog,Urban agglomeration,Estimate - de jure,Final figure; complete,2017,286822,
Ukraine,2017,Total,Male,Lugansk,City proper,Estimate - de jure,Final figure; complete,2017,182356,
Ukraine,2017,Total,Male,Lugansk,Urban agglomeration,Estimate - de jure,Final figure; complete,2017,194638,
Ukraine,2017,Total,Male,Luts'k,City proper,Estimate - de jure,Final figure; complete,2017,96373,
Ukraine,2017,Total,Male,Lviv,City proper,Estimate - de jure,Final figure; complete,2017,337327,
Ukraine,2017,Total,Male,Lviv,Urban agglomeration,Estimate - de jure,Final figure; complete,2017,351125,
Ukraine,2017,Total,Male,Lysychansk,City proper,Estimate - de jure,Final figure; complete,2017,44882,
Ukraine,2017,Total,Male,Lysychansk,Urban agglomeration,Estimate - de jure,Final figure; complete,2017,51634,
Ukraine,2017,Total,Male,Makijivka,City proper,Estimate - de jure,Final figure; complete,2017,155606,
Ukraine,2017,Total,Male,Makijivka,Urban agglomeration,Estimate - de jure,Final figure; complete,2017,173112,
Ukraine,2017,Total,Male,Mariupol,City proper,Estimate - de jure,Final figure; complete,2017,202582,
Ukraine,2017,Total,Male,Mariupol,Urban agglomeration,Estimate - de jure,Final figure; complete,2017,212610,
Ukraine,2017,Total,Male,Melitopol,City proper,Estimate - de jure,Final figure; complete,2017,70039,
Ukraine,2017,Total,Male,Nikolaev,City proper,Estimate - de jure,Final figure; complete,2017,220844,
Ukraine,2017,Total,Male,Nikopol,City proper,Estimate - de jure,Final figure; complete,2017,51555,
Ukraine,2017,Total,Male,Odessa,City proper,Estimate - de jure,Final figure; complete,2017,464431,
Ukraine,2017,Total,Male,Pavlograd,City proper,Estimate - de jure,Final figure; complete,2017,49768,
Ukraine,2017,Total,Male,Poltava,City proper,Estimate - de jure,Final figure; complete,2017,131571,
Ukraine,2017,Total,Male,Rivne,City proper,Estimate - de jure,Final figure; complete,2017,111964,
Ukraine,2017,Total,Male,Sievierodonetsk,City proper,Estimate - de jure,Final figure; complete,2017,47265,
Ukraine,2017,Total,Male,Sievierodonetsk,Urban agglomeration,Estimate - de jure,Final figure; complete,2017,52176,
Ukraine,2017,Total,Male,Slovyansk,City proper,Estimate - de jure,Final figure; complete,2017,48276,
Ukraine,2017,Total,Male,Slovyansk,Urban agglomeration,Estimate - de jure,Final figure; complete,2017,49740,
Ukraine,2017,Total,Male,Stakhanov,City proper,Estimate - de jure,Final figure; complete,2017,33392,
Ukraine,2017,Total,Male,Stakhanov,Urban agglomeration,Estimate - de jure,Final figure; complete,2017,39714,
Ukraine,2017,Total,Male,Sumy,City proper,Estimate - de jure,Final figure; complete,2017,119288,
Ukraine,2017,Total,Male,Sumy,Urban agglomeration,Estimate - de jure,Final figure; complete,2017,120696,
Ukraine,2017,Total,Male,Ternopil,City proper,Estimate - de jure,Final figure; complete,2017,100016,
Ukraine,2017,Total,Male,Uzhhorod,City proper,Estimate - de jure,Final figure; complete,2017,52217,
Ukraine,2017,Total,Male,Vinnitsa,City proper,Estimate - de jure,Final figure; complete,2017,169761,
Ukraine,2017,Total,Male,Zaporozhye,City proper,Estimate - de jure,Final figure; complete,2017,337378,
Ukraine,2017,Total,Male,Zhytomyr,City proper,Estimate - de jure,Final figure; complete,2017,122713,
Ukraine,2017,Total,Female,Alchevsk,City proper,Estimate - de jure,Final figure; complete,2017,58895,
Ukraine,2017,Total,Female,Bila Tserkva,City proper,Estimate - de jure,Final figure; complete,2017,109741,
Ukraine,2017,Total,Female,Berdyansk,City proper,Estimate - de jure,Final figure; complete,2017,63261,
Ukraine,2017,Total,Female,Berdyansk,Urban agglomeration,Estimate - de jure,Final figure; complete,2017,64861,
Ukraine,2017,Total,Female,Cherkasy,City proper,Estimate - de jure,Final figure; complete,2017,151625,
Ukraine,2017,Total,Female,Cherkasy,Urban agglomeration,Estimate - de jure,Final figure; complete,2017,152049,
Ukraine,2017,Total,Female,Chernihiv,City proper,Estimate - de jure,Final figure; complete,2017,154536,
Ukraine,2017,Total,Female,Chernivtsi,City proper,Estimate - de jure,Final figure; complete,2017,142028,
Ukraine,2017,Total,Female,Dniprodzerzhynsk,City proper,Estimate - de jure,Final figure; complete,2017,130284,
Ukraine,2017,Total,Female,Dniprodzerzhynsk,Urban agglomeration,Estimate - de jure,Final figure; complete,2017,134096,
Ukraine,2017,Total,Female,Dnepropetrovsk,City proper,Estimate - de jure,Final figure; complete,2017,526851,
Ukraine,2017,Total,Female,Dnepropetrovsk,Urban agglomeration,Estimate - de jure,Final figure; complete,2017,528090,
Ukraine,2017,Total,Female,Donets'k,City proper,Estimate - de jure,Final figure; complete,2017,512286,
Ukraine,2017,Total,Female,Donets'k,Urban agglomeration,Estimate - de jure,Final figure; complete,2017,520950,
Ukraine,2017,Total,Female,Enakievo (Yenakievo),City proper,Estimate - de jure,Final figure; complete,2017,44341,
Ukraine,2017,Total,Female,Enakievo (Yenakievo),Urban agglomeration,Estimate - de jure,Final figure; complete,2017,59803,
Ukraine,2017,Total,Female,Gorlivka,City proper,Estimate - de jure,Final figure; complete,2017,135654,
Ukraine,2017,Total,Female,Gorlivka,Urban agglomeration,Estimate - de jure,Final figure; complete,2017,144878,
Ukraine,2017,Total,Female,Ivano-Frankivsk,City proper,Estimate - de jure,Final figure; complete,2017,122485,
Ukraine,2017,Total,Female,Ivano-Frankivsk,Urban agglomeration,Estimate - de jure,Final figure; complete,2017,134118,
Ukraine,2017,Total,Female,Kamenets Podolsky,City proper,Estimate - de jure,Final figure; complete,2017,53332,
Ukraine,2017,Total,Female,Kharkiv,City proper,Estimate - de jure,Final figure; complete,2017,761359,
Ukraine,2017,Total,Female,Kherson,City proper,Estimate - de jure,Final figure; complete,2017,159682,
Ukraine,2017,Total,Female,Kherson,Urban agglomeration,Estimate - de jure,Final figure; complete,2017,179504,
Ukraine,2017,Total,Female,Khmelnitsky (Hmilnyk),City proper,Estimate - de jure,Final figure; complete,2017,143158,
Ukraine,2017,Total,Female,KYIV,City proper,Estimate - de jure,Final figure; complete,2017,1550045,
Ukraine,2017,Total,Female,Kirovograd,City proper,Estimate - de jure,Final figure; complete,2017,123604,
Ukraine,2017,Total,Female,Kirovograd,Urban agglomeration,Estimate - de jure,Final figure; complete,2017,127990,
Ukraine,2017,Total,Female,Kramatorsk,City proper,Estimate - de jure,Final figure; complete,2017,87196,
Ukraine,2017,Total,Female,Kramatorsk,Urban agglomeration,Estimate - de jure,Final figure; complete,2017,104896,
Ukraine,2017,Total,Female,Krasny Lutch,City proper,Estimate - de jure,Final figure; complete,2017,43686,
Ukraine,2017,Total,Female,Krasny Lutch,Urban agglomeration,Estimate - de jure,Final figure; complete,2017,65082,
Ukraine,2017,Total,Female,Krementchug,City proper,Estimate - de jure,Final figure; complete,2017,120935,
Ukraine,2017,Total,Female,Krivoy Rog,City proper,Estimate - de jure,Final figure; complete,2017,349359,
Ukraine,2017,Total,Female,Krivoy Rog,Urban agglomeration,Estimate - de jure,Final figure; complete,2017,350728,
Ukraine,2017,Total,Female,Lugansk,City proper,Estimate - de jure,Final figure; complete,2017,227539,
Ukraine,2017,Total,Female,Lugansk,Urban agglomeration,Estimate - de jure,Final figure; complete,2017,241190,
Ukraine,2017,Total,Female,Luts'k,City proper,Estimate - de jure,Final figure; complete,2017,117577,
Ukraine,2017,Total,Female,Lviv,City proper,Estimate - de jure,Final figure; complete,2017,383974,
Ukraine,2017,Total,Female,Lviv,Urban agglomeration,Estimate - de jure,Final figure; complete,2017,399507,
Ukraine,2017,Total,Female,Lysychansk,City proper,Estimate - de jure,Final figure; complete,2017,54716,
Ukraine,2017,Total,Female,Lysychansk,Urban agglomeration,Estimate - de jure,Final figure; complete,2017,62802,
Ukraine,2017,Total,Female,Makijivka,City proper,Estimate - de jure,Final figure; complete,2017,190079,
Ukraine,2017,Total,Female,Makijivka,Urban agglomeration,Estimate - de jure,Final figure; complete,2017,210342,
Ukraine,2017,Total,Female,Mariupol,City proper,Estimate - de jure,Final figure; complete,2017,243521,
Ukraine,2017,Total,Female,Mariupol,Urban agglomeration,Estimate - de jure,Final figure; complete,2017,254942,
Ukraine,2017,Total,Female,Melitopol,City proper,Estimate - de jure,Final figure; complete,2017,84800,
Ukraine,2017,Total,Female,Nikolaev,City proper,Estimate - de jure,Final figure; complete,2017,265423,
Ukraine,2017,Total,Female,Nikopol,City proper,Estimate - de jure,Final figure; complete,2017,64388,
Ukraine,2017,Total,Female,Odessa,City proper,Estimate - de jure,Final figure; complete,2017,528689,
Ukraine,2017,Total,Female,Pavlograd,City proper,Estimate - de jure,Final figure; complete,2017,58917,
Ukraine,2017,Total,Female,Poltava,City proper,Estimate - de jure,Final figure; complete,2017,153371,
Ukraine,2017,Total,Female,Rivne,City proper,Estimate - de jure,Final figure; complete,2017,131970,
Ukraine,2017,Total,Female,Sievierodonetsk,City proper,Estimate - de jure,Final figure; complete,2017,59248,
Ukraine,2017,Total,Female,Sievierodonetsk,Urban agglomeration,Estimate - de jure,Final figure; complete,2017,64619,
Ukraine,2017,Total,Female,Slovyansk,City proper,Estimate - de jure,Final figure; complete,2017,62808,
Ukraine,2017,Total,Female,Slovyansk,Urban agglomeration,Estimate - de jure,Final figure; complete,2017,64520,
Ukraine,2017,Total,Female,Stakhanov,City proper,Estimate - de jure,Final figure; complete,2017,42464,
Ukraine,2017,Total,Female,Stakhanov,Urban agglomeration,Estimate - de jure,Final figure; complete,2017,50202,
Ukraine,2017,Total,Female,Sumy,City proper,Estimate - de jure,Final figure; complete,2017,145465,
Ukraine,2017,Total,Female,Sumy,Urban agglomeration,Estimate - de jure,Final figure; complete,2017,146970,
Ukraine,2017,Total,Female,Ternopil,City proper,Estimate - de jure,Final figure; complete,2017,116368,
Ukraine,2017,Total,Female,Uzhhorod,City proper,Estimate - de jure,Final figure; complete,2017,60230,
Ukraine,2017,Total,Female,Vinnitsa,City proper,Estimate - de jure,Final figure; complete,2017,201073,
Ukraine,2017,Total,Female,Zaporozhye,City proper,Estimate - de jure,Final figure; complete,2017,409371,
Ukraine,2017,Total,Female,Zhytomyr,City proper,Estimate - de jure,Final figure; complete,2017,143393,
Uruguay,2017,Total,Both Sexes,MONTEVIDEO,City proper,Estimate - de jure,Final figure; complete,2017,1381227.594,6;7
Uruguay,2017,Total,Male,MONTEVIDEO,City proper,Estimate - de jure,Final figure; complete,2017,649773.8629,6;7
Uruguay,2017,Total,Female,MONTEVIDEO,City proper,Estimate - de jure,Final figure; complete,2017,731453.7315,6;7
,,,,,,,,,,
footnoteSeqID,Footnote,,,,,,,,,
1,Data exclude the population of the cities of Puente Alto and San Bernardo.,,,,,,,,,
2,"Data refers to cantons"" rather than to cities.""",,,,,,,,,
3,Population statistics are compiled from registers.,,,,,,,,,
4,Excluding Faeroe Islands and Greenland shown separately; if available.,,,,,,,,,
5,From 2015; urban refers to urban centers and areas under the influence of urban centers.,,,,,,,,,
6,Data refer to the department of Montevideo.,,,,,,,,,
7,Data refer to national projections.,,,,,,,,,
